"name","orig_id","streetAddress","state","location"
"DUANE READE #14369","ANY204615","1490 Madison Ave","NY","40.79126,-73.95122"
"18TH AVE PHARMACY","ANY930363","5411 18th Ave","NY","40.625174,-73.984208"
"MNLC Enterprises Inc","ANY242004","9110 Avenue L","NY","40.636077,-73.89933"
"PAY-O-MATIC #131","ANY004075","2488 Linden Blvd","NY","40.66648,-73.87194"
"SUMMIT PARALEGAL SERVICES LLC","ANY934873","9602 Church Avenue","NY","40.655604,-73.915131"
"BEATRIZ VARIEDADES","ANY222095","1401 67th St","NY","40.62335,-74.00029"
"PAY-O-MATIC #108","ANY004701","254 Livonia Ave","NY","40.662422,-73.908339"
"7-ELEVEN #37104","ANY209753","1642 Lexington Ave","NY","40.79081,-73.94732"
"7-ELEVEN #34139","ANY147075","6119 Northern Blvd","NY","40.754015,-73.900623"
"MYRTLE DRUGMART","ANY930154","65-62 Myrtle Avenue","NY","40.701317,-73.888378"
"DOLLAR GENERAL #19218","ANY240606","4602 Avenue D","NY","40.641847,-73.932937"
"WILD ORCHID WINES & SPIRITS IN","ANY931452","1175 Utica Ave","NY","40.643917,-73.929555"
"WALGREENS #19375","ANY232544","7009 13th Ave","NY","40.62269,-74.004827"
"CFSC - CHECKS CASHED #32","ANY151517","94-02 78th Street","NY","40.684305,-73.861762"
"FINE FARE SUPERMARKET","ANY936578","1891-97 3rd Ave","NY","40.790663,-73.945413"
"PAY-O-MATIC #109","ANY110323","2107 Bath Ave","NY","40.59983,-73.99922"
"DUANE READE #14194","ANY204912","2683 Broadway","NY","40.798826,-73.969078"
"IDEAL FOOD BASKET","ANY226033","9930 Corona Ave","NY","40.744324,-73.862398"
"BEST CARE PHARMACY","ANY095231","8510 3rd Ave","NY","40.62406,-74.03082"
"WALGREENS #5463","APH284091","699 Broadway","NJ","40.671089,-74.112571"
"A AND V PHARMACY INC.","ANY225757","8501 4th Ave","NY","40.623382,-74.028126"
"7-ELEVEN #32346","ANY091446","7201 Eliot Ave","NY","40.722031,-73.886397"
"PAY-O-MATIC #409","ANY004217","10210 Roosevelt Ave","NY","40.749593,-73.863635"
"DUANE READE #14317","ANY204813","1915 3rd Ave","NY","40.79133,-73.94484"
"HARRY'S PHARMACY","APH306508","7917 Kennedy Blvd","NJ","40.804096,-74.011235"
"CELL PHONE CLUB TWO INC","ANY229267","378 86th St","NY","40.622937,-74.028819"
"WALGREENS #17670","ANY231873","1559 Flatbush Ave","NY","40.632747,-73.947416"
"CFSC - CHECKS CASHED #33","ANY150242","2471 84th St","NY","40.59924,-73.98627"
"PAY-O-MATIC #316","ANY004855","3352 Broadway","NY","40.8205,-73.95466"
"STOP & SHOP #509","ANY244369","7417 Grand Ave","NY","40.731514,-73.887556"
"NSA GOLDEN MANGO SUPERMARKET","ANY212469","1871 Rockaway Pkwy","NY","40.63661,-73.89281"
"PAY-O-MATIC #411","ANY140122","9925 Horace Harding Expy","NY","40.736573,-73.857702"
"DUANE READE #14464","ANY204143","436 86th St","NY","40.62221,-74.02741"
"JACKS FOODTOWN","APH044598","1 Schuyler Ave","NJ","40.778201,-74.13095"
"DOLLAR GENERAL #19217","ANY240596","4118 Farragut Rd","NY","40.636728,-73.93682"
"WALGREENS #17814","ANY232863","6101 18th Ave","NY","40.621297,-73.987951"
"WALMART #005867","APH345284","500 Bayonne Crossing Way","NJ","40.659918,-74.106726"
"MANHATTAN DISCOUNT CENTER INC.","ANY930736","1970 3rd Ave Frnt A","NY","40.79297,-73.943975"
"EJ OFFICE SERVICES","APH295936","8220 Kennedy Blvd","NJ","40.806077,-74.009645"
"DUANE READE #14214","ANY204923","2760-62 Broadway","NY","40.801473,-73.967525"
"DUANE READE #14449","ANY204385","7301 37th Ave","NY","40.749148,-73.892439"
"MILAN 74 CORP","ANY935281","37-69 74th Street","NY","40.747062,-73.891248"
"PRIME CARE DRUG & SURGICAL","ANY188489","2066 Flatbush Ave","NY","40.6246,-73.96512"
"NEW WORLD MINIMART","APH317816","144 Ferry St Apt 1","NJ","40.729535,-74.159046"
"7-ELEVEN #32117","ANY124117","8813 4th Ave","NY","40.62067,-74.02923"
"WALGREENS #11427","ANY200084","1409 Avenue J","NY","40.62512,-73.96196"
"PLS CHECK CASHERS CC906","ANY018759","10522 Northern Blvd","NY","40.757506,-73.862873"
"SILVER ROAD PHARMACY","ANY211325","6404-08 18th Ave","NY","40.619716,-73.989907"
"PAY-O-MATIC #317","ANY004866","3433 Broadway","NY","40.82317,-73.95295"
"7-ELEVEN #36802","ANY194121","1523 Avenue J","NY","40.62528,-73.9606"
"PLS CHECK CASHERS CC965","ANY928559","1427 Linden Blvd","NY","40.655184,-73.907325"
"CFSC - CHECKS CASHED #36","ANY151001","9305 Jamaica Ave","NY","40.694054,-73.851641"
"PAY-O-MATIC #412","ANY140133","5305 108th St","NY","40.742481,-73.854432"
"CFSC - CHECKS CASHED #54","ANY167534","2686 3rd Ave","NY","40.81342,-73.92275"
"PAY-O-MATIC #148","ANY155357","9726 Seaview Ave","NY","40.633898,-73.888591"
"7-ELEVEN #35050","ANY932914","22-29 31 St Street","NY","40.775353,-73.911312"
"WALGREENS #11555","ANY200105","6628 18th Ave","NY","40.618038,-73.991335"
"PAY-O-MATIC #314","ANY004822","2168 2nd Ave","NY","40.79411,-73.9399"
"AARON INC","ANY223184","6705 18th Ave","NY","40.61782,-73.991505"
"SHALOM'S PHARMACY","ANY242356","1106 Avenue K","NY","40.622393,-73.964609"
"RITE AID #10535","ANY129244","385 Bay St Ste 1","NY","40.63281,-74.07551"
"SPRING BANK","ANY156776","2049 Frederick Douglass Blvd","NY","40.8013,-73.95765"
"FINE FARE SUPERMARKET","ANY931638","1718 Madison Ave","NY","40.794643,-73.940177"
"MULTILATINO NY CORP","ANY226208","8442 Grand Ave","NY","40.734526,-73.882608"
"MINI MART","APH303307","54 Ferry St","NJ","40.732224,-74.162714"
"CFSC - CHECKS CASHED #70","ANY168469","358 W 145th St","NY","40.8239,-73.94443"
"CONSUMER DIRECT","APH294155","7 W 25th St","NJ","40.665836,-74.117059"
"PAY-O-MATIC #434","ANY188434","7316 Metropolitan Ave","NY","40.712676,-73.878729"
"RITE AID #4712","ANY031552","9302 3rd Ave","NY","40.61844,-74.03312"
"FRAGANCE DESIGNER","APH156248","125 Kearny Ave","NJ","40.75645,-74.154693"
"CFSC - CHECKS CASHED #51","ANY156039","518 W 145th St","NY","40.82571,-73.94873"
"THE CHECK CASHING STORE #1","ANY108058","11124 Roosevelt Ave","NY","40.751712,-73.854803"
"INSERRA SHOPRITE - BAYONNE","APH338112","583-9 Avenue C","NJ","40.667304,-74.118779"
"NOSTRAND CHECK CASHING CORP","ANY932167","2919 Avenue J","NY","40.626738,-73.947194"
"DUANE READE #14225","ANY204945","2864 Broadway","NY","40.804862,-73.965709"
"WALGREENS #19794","ANY231499","43-02 Ditmars Blvd","NY","40.770779,-73.903265"
"CHECK CHANGERS OF NY","ANY196035","2801 86th St","NY","40.59306,-73.97915"
"DOLLAR GENERAL #19222","ANY240651","7134 Myrtle Ave","NY","40.701963,-73.87852"
"WALGREENS #9869","ANY199182","8011 Eliot Ave","NY","40.725456,-73.878756"
"GITTO & SONS HEALTH FOOD INC","ANY222084","38-40 Brooklyn Terminal Market","NY","40.64333,-73.91611"
"WALGREENS #12406","APH286697","9255 Kennedy Blvd","NJ","40.810126,-74.001939"
"WALGREENS #12732","ANY200600","9408 3rd Ave","NY","40.61757,-74.03347"
"THIRUMAHAL LLC","APH304133","636 Avenue C # 638","NJ","40.67055,-74.122099"
"BP MART","ANY221391","401 E 80th St","NY","40.64071,-73.91906"
"WILSON CHECK CASHING","APH148098","48 Pacific St","NJ","40.726525,-74.166123"
"PAY-O-MATIC #208","ANY004383","271 E 149th St","NY","40.81732,-73.92242"
"ARC SUNSHINE LLC","APH345844","9101 Kennedy Blvd","NJ","40.81076,-74.00525"
"RITE AID #3766","ANY031266","5901 Bay Pkwy","NY","40.61703,-73.97808"
"LINKUS PHARMACY INC","ANY155159","7213 18th Ave","NY","40.61478,-73.99457"
"PLS CHECK CASHERS CC954","ANY208125","416 E 149th St","NY","40.81579,-73.91702"
"PLS CHECK CASHERS CC920","ANY146667","169 Port Richmond Ave","NY","40.637005,-74.133942"
"ACTION CHECK CASHING 1","ANY132565","8136 Baxter Ave","NY","40.746009,-73.88345"
"7-ELEVEN #37116","ANY208554","2256 2nd Ave","NY","40.79684,-73.93789"
"DUANE READE #14431","ANY219037","3766 82nd St","NY","40.747836,-73.884272"
"DAVIDS MONEY CENTERS BX #04","ANY149802","2802 Frederick Douglass Blvd","NY","40.82557,-73.93992"
"WALGREENS #17517","ANY231015","75-75 31st Ave","NY","40.760272,-73.891584"
"DAVIDS CHECK CASHING DCC #09","ANY235833","110 W 116th St","NY","40.80235,-73.95049"
"7-ELEVEN #27493","ANY091039","7901 Northern Blvd","NY","40.755434,-73.888061"
"HEALTHY HARLEM RX PHARMACY","ANY935203","1875 Lexington Avenue","NY","40.798987,-73.941262"
"WALGREENS #1616","ANY198015","8277 Broadway","NY","40.741756,-73.88043"
"CARVER BANK - MALCOM X BLVD BR","ANY162441","142 Malcolm X Blvd","NY","40.80253,-73.94923"
"PAY-O-MATIC #410","ANY140111","8306 Broadway","NY","40.740782,-73.879937"
"RITE AID #3984","ANY028747","8213 37th Ave","NY","40.750035,-73.883993"
"MULTI VARIEDADES L&M","ANY203098","7806 17th Ave","NY","40.612964,-74.000333"
"RITE AID #4798","ANY029254","2155 3rd Ave","NY","40.798997,-73.938956"
"PAY-O-MATIC #318","ANY004877","3657 Broadway","NY","40.83,-73.94794"
"RITE AID #7760","ANY115636","2170 Frederick Douglass Blvd","NY","40.8052,-73.9548"
"WALGREENS #4319","ANY198345","8420 Broadway","NY","40.739441,-73.878337"
"BAY HEALTH PHARMACY INC","ANY932211","6415 Bay Pkwy","NY","40.614066,-73.981289"
"ULISES S FARMACIA INC","ANY932123","8115 Northern Blvd","NY","40.755515,-73.885911"
"THE MERCIFUL CORP","ANY931573","541 Bay St","NY","40.624963,-74.070597"
"KEY FOOD","ANY214351","8235 153rd Ave","NY","40.666738,-73.851366"
"CFSC - CHECKS CASHED #38","ANY152969","535 Southern Blvd","NY","40.81221,-73.90384"
"7-ELEVEN #39319","APH227957","9100 Tonnelle Ave Ste 1","NJ","40.813582,-74.009952"
"7-ELEVEN #36100","ANY202965","7937 Metropolitan Ave","NY","40.71355,-73.872717"
"7-ELEVEN #32260","APH139407","463-467 Avenue C","NJ","40.663577,-74.122321"
"STATION PHARMACY","APH040396","148 South St","NJ","40.722581,-74.172149"
"PAY-O-MATIC #425","ANY155391","10516 Crossbay Blvd","NY","40.679772,-73.844953"
"GOOD NEIGHBOR PHARMACY","ANY100225","1604 Avenue M","NY","40.61814,-73.95881"
"PAY-O-MATIC #422","ANY140221","10226 Atlantic Ave","NY","40.689572,-73.841874"
"7-ELEVEN #33704","ANY132763","1619 Avenue M","NY","40.61818,-73.9584"
"NEW YORK CARPET & FLOORING INC","ANY216276","1838 Flatbush Ave","NY","40.624871,-73.939447"
"LIVE WELL PHARMACY","ANY233161","1722 Utica Ave Ste 2","NY","40.630226,-73.928296"
"WALMART #003795","APH344667","2100 88th St","NJ","40.814107,-74.013451"
"AHMAD PACK N SHIP","ANY930549","2196 3rd Ave","NY","40.800377,-73.938246"
"NOTTINGHAM PHARMACY","ANY929583","1914 Avenue M","NY","40.618486,-73.955668"
"ACME #1777","APH329729","481 River Rd","NJ","40.813354,-73.98516"
"FLATBUSH RX","ANY216209","1855 Flatbush Ave","NY","40.624528,-73.938888"
"FLATBUSH RX","ANY233172","1855 Flatbush Ave","NY","40.624528,-73.938888"
"DOLLAR GENERAL #19242","ANY240859","135 Canal St","NY","40.626894,-74.078345"
"MYRTLE MEDS INC","ANY932518","7617 Myrtle Ave","NY","40.702879,-73.87202"
"DAVIDS CHECK CASHING DCC #06","ANY118684","3015 3rd Ave","NY","40.81946,-73.91359"
"RITE AID #10575","ANY128661","2577 Nostrand Ave","NY","40.62132,-73.94583"
"WALGREENS #18135","ANY232148","1532-34 86th St","NY","40.61059,-74.00851"
"HARTLEY PHARMACY","ANY930604","1219 Amsterdam Ave","NY","40.809079,-73.959178"
"CARE RX PHARMACY","ANY207827","8011 18th Ave","NY","40.61027,-73.99916"
"NEIGHBOR CARE PHARMACY INC","ANY107716","2315 65th St","NY","40.61223,-73.97875"
"RITE AID #3869","ANY031332","1791 Utica Ave","NY","40.6289,-73.92794"
"7-ELEVEN #39133","APH334305","478 River Rd","NJ","40.814218,-73.984403"
"MI TIENDA","APH338002","263 Walker St","NJ","40.81545,-73.99402"
"RITE AID #3581","ANY028736","8510 Northern Blvd","NY","40.755674,-73.881912"
"FALCON MULTISERVICES NO. 2","ANY210313","850 Gerard Ave","NY","40.82683,-73.92533"
"CASTLE CHECK CASHING #4","ANY706272","3776 Broadway","NY","40.833823,-73.944774"
"SKY PHARMACY","ANY112282","7114 Bay Pkwy","NY","40.6102,-73.98522"
"RITE AID #10577","ANY130585","8222 18th Ave","NY","40.608966,-74.000562"
"NAVAR PHARMACY","ANY216133","3002 Avenue M","NY","40.61961,-73.94532"
"CFSC - CHECKS CASHED #27","ANY217936","84 E 161st St","NY","40.827175,-73.924761"
"VALUE MED PHARMACY","ANY928922","87 Avenue O","NY","40.610434,-73.981891"
"OHANA PHARMACY INC","ANY233116","1690 86th St","NY","40.608763,-74.005133"
"GM PHARMACY INC","ANY207531","174 Avenue O","NY","40.61082,-73.97847"
"DOLLAR GENERAL #19214","ANY240563","1450 Rockaway Pkwy","NY","40.64464,-73.902011"
"FRIENDLY CHECK CASHING #10","APH189808","870-872 Broadway","NJ","40.753179,-74.169517"
"FRIENDLY CHECK CASHING #1","APH189721","259 Broad St","NJ","40.75317,-74.169537"
"GRACE PHARMACY","ANY929769","9101 43rd Ave","NY","40.743358,-73.874389"
"STOP & SHOP #2595","ANY213547","1351 Forest Ave","NY","40.62584,-74.13461"
"CFSC - CHECKS CASHED #39","ANY154345","1407 Avenue Z","NY","40.58788,-73.95497"
"RITE AID #4954","ANY028022","7812 Flatlands Ave","NY","40.634712,-73.914156"
"WALGREENS #11808","ANY200226","4915 Flatlands Ave","NY","40.626427,-73.928063"
"JUDY TRAVEL AGENCY & MULTIS","ANY155588","2573 Pitkin Ave","NY","40.67463,-73.87725"
"DAVIDS MONEY CENTERS BX #01","ANY118673","279 E 161st St","NY","40.825692,-73.91791"
"MILLER PHARMACY","ANY223568","173 Broad St # U","NY","40.624372,-74.080511"
"RED APPLE GROCERY","ANY222062","1962 Flatbush Ave","NY","40.621917,-73.936129"
"ENEXIA SPECIALTY PHARMACY","ANY930989","200 E 125th St","NY","40.803547,-73.935455"
"CARVER BANK - 125TH ST BR","ANY162463","75 W 125th St","NY","40.80753,-73.94488"
"DUANE READE #14245","ANY204594","135 E 125th St","NY","40.804648,-73.937468"
"EASY CASH CORP","ANY145095","8416 Astoria Blvd","NY","40.764378,-73.884441"
"WALMART #005447","APH345185","150 Harrison Ave","NJ","40.747692,-74.137456"
"RITE AID #4945","ANY029276","35-45 West 125th Street","NY","40.807253,-73.943738"
"WALGREENS #19923","ANY231411","9108 Roosevelt Ave","NY","40.748403,-73.874674"
"EER-FT HAMILTON MX","ANY117605","Bldg 123 Ft Hamilton Exchange Bldg","NY","40.60838,-74.028166"
"STAR DRUGS","ANY216672","922 Pennsylvania Ave","NY","40.655288,-73.888599"
"PAY-O-MATIC #228","ANY004624","3212 3rd Ave","NY","40.82314,-73.90921"
"PLS CHECK CASHERS CC902","ANY235273","2040 Amsterdam Ave","NY","40.83553,-73.94008"
"PAY-O-MATIC #213","ANY004448","797 Southern Blvd","NY","40.81616,-73.89638"
"A & S SMOKE SHOP","APH069117","319 Avenue C","NJ","40.658318,-74.126726"
"A & S SMOKE SHOP","APH069151","319 Avenue C","NJ","40.658318,-74.126726"
"CFSC - CHECKS CASHED #64","ANY218014","87-01 Lefferts Blvd","NY","40.700262,-73.830667"
"7-ELEVEN #37066","ANY208422","10504 Flatlands Ave","NY","40.64775,-73.89425"
"FAIRFIELD PHARMACY INC","ANY194055","953 Pennsylvania Ave","NY","40.65477,-73.88768"
"DAVIDS CHECK CASHING DCC #11","ANY118794","868 Prospect Ave","NY","40.820149,-73.901128"
"GOOD HEALTH FAMILY PHARMACY","ANY226363","449 West 125th St","NY","40.81268,-73.955697"
"7-ELEVEN #32127","ANY160395","8716 Astoria Blvd","NY","40.763778,-73.88164"
"SEAMEN'S CHURCH INSTITUTE","APH118343","118 Export St","NJ","40.688206,-74.14369"
"7-ELEVEN #29937","ANY112392","6507 Woodhaven Blvd","NY","40.719962,-73.864557"
"DOLINSKY PHARMACY","ANY219806","1678 Bath Ave","NY","40.605162,-74.0087"
"CFSC - CHECKS CASHED  #6","ANY104395","1034 Ogden Ave # 3","NY","40.83398,-73.92879"
"STARRETT CITY PHARMACY LLC","ANY210214","1110 Pennsylvania Ave","NY","40.653377,-73.887572"
"WALGREENS #18228","ANY231927","1111 Pennsylvania Ave","NY","40.653829,-73.886845"
"PAY-O-MATIC #218","ANY004503","1030 Morris Ave","NY","40.82938,-73.91636"
"WILSON CHECK CASHING","APH219752","84 Magazine St","NJ","40.726717,-74.147256"
"RITE AID #1881","ANY031211","185 Kings Hwy","NY","40.60568,-73.98463"
"WELLNESS PHARMACY","ANY170251","217 Kings Hwy","NY","40.60552,-73.98346"
"AMOCO","ANY226132","118-11 Atlantic Ave","NY","40.694248,-73.828463"
"KEY FOOD FRESH","ANY227386","9202 63rd Dr","NY","40.727644,-73.863922"
"FRANKLIN PHARMACY","ANY148241","9431 59th Ave","NY","40.735391,-73.865672"
"AV PHARMACY","ANY137713","9461 Corona Ave","NY","40.742306,-73.867815"
"DUANE READE #14417","ANY205133","568 W 125th St","NY","40.81536,-73.95801"
"DOLLAR GENERAL #19215","ANY240574","2027 Utica Ave","NY","40.62198,-73.926857"
"VNS PHARMACY","ANY929011","9305 63rd Drive","NY","40.728261,-73.863666"
"PAY-O-MATIC #217","ANY004493","977 Prospect Ave","NY","40.82298,-73.90025"
"KINGSWAY PHARMACY","ANY115702","250 Kings Hwy","NY","40.60532,-73.98147"
"READY RX PHARMACY","ANY931748","9516 Queens Blvd","NY","40.730478,-73.863938"
"PLS CHECK CASHERS CC919","ANY146656","770 Port Richmond Ave","NY","40.62529,-74.14426"
"RITE AID #3870","ANY028406","3700-06 Junction Boulevard","NY","40.751264,-73.870996"
"ALL MOBILE SOLUTIONS INC","ANY934026","3309 Junction Blvd","NY","40.756132,-73.873401"
"21 AVENUE PHARMACY","ANY195407","8511 21st Ave","NY","40.6036,-73.99568"
"CEDARS PHARMACY INC","ANY121411","9519 57th Ave","NY","40.737023,-73.86513"
"MICKEY GROCERIES","ANY006055","11307 Liberty Ave","NY","40.685471,-73.829077"
"AAA PHARMACY AND MEDICAL SUPPL","ANY209269","1926 Kings Hwy","NY","40.61044,-73.95416"
"A&F MONEY TRANSFER & MULTI SER","ANY933223","508 Crescent St","NY","40.675446,-73.87001"
"WILSON CHECK CASHING","APH041869","56-76 Stockton St","NJ","40.719001,-74.150583"
"WALGREENS #18219","ANY232489","1720 Kings Hwy","NY","40.609803,-73.955712"
"PAY-O-MATIC #130","ANY004064","2323 Mermaid Ave","NY","40.57595,-73.99085"
"GROMART","APH294782","250 Mill St","NJ","40.784718,-74.160453"
"DAVIDS CHECK CASHING DCC #16","ANY146074","2912 Stillwell Ave","NY","40.57657,-73.98215"
"DUANE READE #14477","ANY205463","9511 63rd Dr","NY","40.729719,-73.86266"
"RITE AID #4866","ANY029892","9514 63rd Dr","NY","40.729774,-73.862563"
"KINGSTON CHECK CASHING #3","ANY161505","1103 Quentin Rd","NY","40.60787,-73.96162"
"WALGREENS #19690","APH311469","12-16 N St","NJ","40.654687,-74.129593"
"PLS CHECK CASHERS CC907","ANY135931","954 Jewett Ave","NY","40.612791,-74.131192"
"MEDICINE PLAZA","ANY203043","1312 Kings Hwy","NY","40.6082,-73.9596"
"CFSC - CHECKS CASHED #43","ANY152981","929 Southern Blvd","NY","40.820526,-73.892189"
"7-ELEVEN #33680","ANY132839","953 Kings Hwy","NY","40.607443,-73.962224"
"PLS CHECK CASHERS CC946","ANY208114","1012 Garrison Ave","NY","40.81924,-73.8899"
"WALGREENS #4058","ANY198323","9312 Astoria Blvd","NY","40.762829,-73.875971"
"CASTLETON CHEMISTS LLC","ANY930945","831 Castleton Ave","NY","40.631037,-74.104264"
"WALGREENS #6982","ANY198697","946 Kings Hwy","NY","40.60719,-73.96235"
"PAY-O-MATIC #210","ANY004404","396 E 167th St","NY","40.83084,-73.91077"
"NEWARK EXXON","APH248198","1 Elizabeth Ave","NJ","40.722761,-74.188077"
"YOUR CHOICE PHARMACY","ANY930165","63106woodhavenblvd","NY","40.712167,-73.859839"
"THE BOTTLE STOP","APH310446","135 Wilson Ave","NJ","40.723868,-74.151541"
"SHOP RITE OF NEWARK","APH298874","206 Springfield Ave","NJ","40.736731,-74.186177"
"CFSC - CHECKS CASHED #44","ANY152992","1213 Jerome Ave","NY","40.83636,-73.922533"
"LENOX & 132ND FOOD CORP","ANY163981","448 Malcolm X Blvd","NY","40.812553,-73.941616"
"CFSC - CHECKS CASHED #3","ANY104438","241 E 167th St","NY","40.83364,-73.91514"
"7-ELEVEN #34655","ANY160713","9707 Queens Blvd","NY","40.729999,-73.860789"
"RABINOWITZ PHARMACY","ANY194561","602 Brighton Beach Ave","NY","40.57765,-73.96131"
"YOGI 97 CORP","ANY149703","9715 Queens Blvd","NY","40.729563,-73.860546"
"PAY-O-MATIC #110","ANY003854","286 Brighton Beach Ave","NY","40.57697,-73.96446"
"MARTYS PHARMACY","ANY222149","9422 Avenue L","NY","40.637558,-73.897034"
"COLLEGE POINT CHECK CASH INC","ANY244215","18-12a College Point Blvd College","NY","40.782839,-73.846136"
"MED RX PHARMACY","ANY116055","9727 Queens Blvd","NY","40.729688,-73.859904"
"KINGS RX PHARMACY","ANY238243","1214 Kings Hwy","NY","40.60584,-73.96169"
"CASTLE CHECK CASHING #3","ANY017396","1221 Saint Nicholas Ave","NY","40.8432,-73.9382"
"CFSC - CHECKS CASHED #60","ANY217981","10343 Lefferts Blvd","NY","40.686878,-73.824232"
"LIBERTY CARDS & GIFTS","ANY212063","11820 Liberty Ave","NY","40.686072,-73.824272"
"PARAS DRUGS","ANY234382","2070 Bath Ave","NY","40.600497,-73.999786"
"DUANE READE #14444","ANY206222","2265 Ralph Ave","NY","40.6225,-73.91758"
"QUALIMEDS PHARMACY","ANY138077","2272 86th St","NY","40.60082,-73.99203"
"INTERNATIONAL FOOD MARKET","APH094988","772 Harrison Ave","NJ","40.748086,-74.146888"
"PLS CHECK CASHERS CC944","ANY235888","1045 Westchester Ave","NY","40.82439,-73.89251"
"EXSPEEDE INC","ANY222765","13526 Roosevelt Ave 2fl","NY","40.759605,-73.830417"
"THE LOCAL MRKT INC","ANY933762","6675 Selfridge St","NY","40.717648,-73.857211"
"DUANE READE #14271","ANY204396","8432 Jamaica Ave","NY","40.692261,-73.859521"
"S H STATIONERY","ANY148692","4295 Main St Ste 5","NY","40.753342,-73.827402"
"DUANE READE #14382","ANY204956","300 W 135th St Frnt 2","NY","40.81672,-73.94705"
"7-ELEVEN #24471","APH138538","645 Palisade Ave","NJ","40.824783,-73.984368"
"7-ELEVEN #27454","ANY125372","2247 Utica Ave","NY","40.61686,-73.92667"
"WALGREENS #13616","ANY208916","1242 Liberty Ave","NY","40.67912,-73.86303"
"YOGESHWAR ENTERPRISE LLC","APH334262","642 Anderson Ave","NJ","40.825472,-73.987763"
"PAY-O-MATIC #430","ANY155456","3031 Stratton St","NY","40.769343,-73.834078"
"FAMILY PHARMACY","ANY210292","9622 Metropolitan Ave","NY","40.711091,-73.855744"
"AL-HAQQ PHARMACY INC","ANY169691","7507 101st Ave","NY","40.679811,-73.861986"
"WALGREENS #17771","ANY230575","4016 National St","NY","40.749312,-73.863011"
"N & M MULTI SERVICES","APH064211","336 Bloomfield Ave","NJ","40.766481,-74.180804"
"NATIONAL PHARMACY","ANY173683","4015 National St","NY","40.749069,-73.862714"
"CFSC - CHECKS CASHED #71","ANY221038","1297 Boston Rd","NY","40.831367,-73.900264"
"CHALLENGER II CHECK CASHING","ANY174068","13508 Jamaica Ave","NY","40.702326,-73.817392"
"7-ELEVEN #35055","APH272946","897 Schuyler Ave","NJ","40.777562,-74.130947"
"WALGREENS #12541","ANY200534","1847 Rockaway Pkwy","NY","40.63662,-73.89282"
"WALGREENS #7294","ANY198718","10314 Roosevelt Ave","NY","40.749609,-73.862362"
"STOP & SHOP #539","ANY112633","8989 Union Tpke","NY","40.707374,-73.854478"
"NEW KING FOOD","ANY225515","281 Broadway","NY","40.634491,-74.117049"
"CASTLE CHECK CASHING CORP #2","ANY017385","4186 Broadway","NY","40.847418,-73.938322"
"PAY-O-MATIC #204","ANY004327","159 E 170th St","NY","40.83914,-73.91462"
"DUANE READE #14267","APH292098","11 Edgewater Towne Ctr","NJ","40.825552,-73.973311"
"VALENCIA BAKERY","ANY930495","499 E 138th Street","NY","40.807937,-73.919428"
"RITE AID #4824","ANY034061","537-539 East 138th St","NY","40.807126,-73.917887"
"NEIGHBORHOOD CHEMISTS CORP","ANY224107","6602 99th St","NY","40.728189,-73.854834"
"A&P BEAUTY SALON & BARBER SHOP","ANY193900","605 E 138th St","NY","40.80627,-73.91617"
"WALGREENS #13752","ANY200754","2325 Flatbush Ave","NY","40.61377,-73.926875"
"DUANE READE #14489","ANY204989","3387 Broadway","NY","40.821793,-73.954295"
"FAMILY PAWNSHOP","ANY201733","221 Saint Anns Ave","NY","40.807259,-73.917393"
"CHECK IN CASH OUT CHECK CASHIN","APH307301","283 Park Ave","NJ","40.759062,-74.187478"
"7-ELEVEN # 34172","ANY147086","2515 86th St","NY","40.59757,-73.98662"
"CORONA PHARMACY INC","ANY929901","10409 Corona Ave","NY","40.744006,-73.858294"
"RITE AID #4610","ANY030672","8910 Jamaica Ave","NY","40.692579,-73.855018"
"PAY-O-MATIC #431","ANY155467","7104 Kissena Blvd","NY","40.729456,-73.81545"
"PAY-O-MATIC #221","ANY004547","1245 Southern Blvd","NY","40.82977,-73.89188"
"FERRY PHARMACY SERVICES INC","APH334866","165 Ferry St","NJ","40.729096,-74.158101"
"WALGREENS #18321","ANY232928","2532-54 86th St","NY","40.597244,-73.986322"
"PAY-O-MATIC #408","ANY140100","14739 Union Tpke","NY","40.718751,-73.814018"
"7-ELEVEN #33975","APH204451","10104 Metropolitan Ave","NY","40.710246,-73.851693"
"NEWARK GAS","APH183154","481 Central Ave","NJ","40.748424,-74.193486"
"WALGREENS #18252","APH312217","140-42 Ferry St","NJ","40.729846,-74.159053"
"CFSC - CHECKS CASHED #49","ANY156062","319 Audubon Ave","NY","40.84853,-73.93249"
"PAY-O-MATIC #236","ANY140045","1500 Bruckner Blvd","NY","40.82341,-73.87859"
"SIMON'S PHARMACY","ANY931704","10117 Queens Blvd","NY","40.72747,-73.85205"
"CHERRY VALLEY MARKET PLACE","ANY221193","8412 97th Ave","NY","40.683168,-73.855752"
"MILL BASIN PHARMACY","ANY173627","5829 Avenue T","NY","40.615796,-73.918001"
"WALGREENS #18071","APH312239","729 Anderson Ave","NJ","40.829622,-73.986023"
"PLS CHECK CASHERS CC916","ANY146777","2234 Forest Ave","NY","40.6269,-74.16383"
"7-ELEVEN #34023","ANY160427","10724 Corona Ave","NY","40.743283,-73.85546"
"CUSTOM RX PHARMACY LLC","ANY928834","10203a Queens Blvd","NY","40.726213,-73.851044"
"WESTSIDE PHARMACY","ANY137494","210 Avenue U","NY","40.59665,-73.97624"
